,課程名稱,評價星等,評論數,總影片時長,觀看數,價格,課程簡介,評論標題,評論內容
0,動態設計全方位！[設計篇] 設計竅門一次搞懂,5.0,5,226,167,2500,"1. 文字、編排、色彩、構圖，所有設計基礎一次打好
2. 整理高手常用設計小技巧，讓你做稿更有效率
3. 懂得設計思考，讓技巧運用別出心裁不匠氣
4. 有方法的讓創意順利升空，腳本靈感不卡關
5. 創造精準的分鏡，幫助與客戶溝通更順利
6. 了解業界完整的工作流程和方式，實戰理論一起兼具","['要進入這領域必讀', '初學者友善', '色彩運用', '業界老手的總複習', '是一門非常詳細講解動畫製作流程前需要知道什麼的好課']","['整門課程邏輯和講解皆清楚，對於所需要的部分，還需要重播放幾遍閱讀，對我很有幫助，謝謝老師無私的教導', '對什麼都不懂的初學者，能有系統地從思考、執行步驟去介紹，深入淺出', '發現色彩運用也很重要\n感謝老師', '本身是個老屁股視覺設計師，雖然課程中大多數的章節都是我們工作的日常，但講者透過架構清晰的章節規劃，協助身為設計師的我重新審視自己在工作中不足且亟需加強的地方，也同時為即將邁入的MG動畫課程重新打好基礎。', '雖然這已經是很久以前的課程了 但最近買來上完以後發現我仍然受益良多 除了整體畫面很舒服以外老師的語調也能配合我的學習步調 感謝有發現這堂課']"
1,動態設計全方位！[動畫篇] 實戰入門一次搞定,5.0,6,256,307,2000,"1. 幫你打好 AE 基礎實力，開始創作之路
2. 整理初學者常見問題，再也不用求神問佛
3. 分享高手常用小技巧，讓你事半功倍
4. 學會動態設計思考，讓你作品跟別人與眾不同
5. 想進入業界，除了技術以外的生存法則","['太棒了~~~', '內容簡明扼要', '真的太棒了', '講解從淺入深   導師用心準備的好課程', '課程內容深入淺出～可快速上手', '適合初學者']","['對於新手來說，這是一門全方位精心製作的課程，受益良多，很多看起來很複雜的呈現方式卻往往是用一些小技巧就可以製作出來，\n老師也不吝嗇分享他的構想和如何製作，因為內容豐富，我應該會常常反覆聽，強烈建議任何想要增加功力的人， 放心入手吧!', '非常適合新手的AE教程，課程不會過度冗長，而且也有許多實用小技巧。\n還教了很多不只軟體操作層面的東西，還有業界實戰的經驗。\n非常推薦', '兼顧新手和進階老手的需求，這是一門全方位精心製作的課程，對我幫助很大，老師也不吝嗇分享他的構想和如何製作，因為內容資訊量極其豐富，我應該會常常反覆聽，強烈建議任何想要增加自己功力的同學入手吧...', '我是一個AE的新手，完全不懂的那種，這個課程讓我從淺入深的了解AE基本功能，以及可以怎樣應用在自己的作品上。過去也曾經上過一些其他的AE入門課，但總是覺得太艱深，一來就有很多概念的東西搞不清楚，就不懂如何去活用功能。這門課的導師很用心，每堂課還準備了講義，讓我們可以把重點記下來，同時有系統地教導我們如何去應用，學完以後，終於覺得AE並沒有那麼難了解嚕！推薦給完全不懂AE的同路人這門入門課。', '本身的專業是平面設計，透過此課程已快速的將 Motion Graphic 的技能應用在工作上，在品牌的 Social Media 上創作出了不同於以往的作品，也應證了動態設計在多媒體上的數據表現確實優於靜態設計，此課程對於設計師個人職涯有非常大的幫助。', '深入淺出，老師教得很詳細']"
